Message,Label
Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
28/03 23:52: P50.00 loaded to 09129094503 from xxxxxxxx2785 for 1 year. Ref:BCS5GLC4UH. Get MORE with PROMO LOAD in the Smart App!,ham
"Magdeposito sa BW777 at makakuha ng 5% na bonus, at maaari ka ring makakuha ng isang iphone15 77ph7.tv/27MS04",scam
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph5.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: acerush.tv/fqF",scam
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: slotjoy.tv/doYCHdIv",scam
"Experience the thrill at SBET! Slots Tournament is now open! Have chance to win VIVOX30, New members get up to 3,000p bonus. Signup now and Win Big! sbet1.icu",scam
Use 635883 for two-factor authentication on Facebook.,ham
Use 067352 for two-factor authentication on Facebook.,ham
#BDOStopScam: Ang OTP ay parang PIN ng ATM card mo. Para sa 'yo lang 'to at hindi dapat ibigay sa iba. Tandaan: scammer lang ang hihingi ng OTP mo.,ham
"Hey, GOMO Fam! May the coming Holy Week give you time to reflect and be with your loved ones. Wherever you plan on spending your break, always be worry-free with No Expiry Dataaaa. Just check the GOMO PH app for the latest promo offers. Take care, Fam!",ham
"Only agency policy on the market! no valid customers required,50% single-level commission.Download APP get 50P,1st deposit 100%:pub11.tv",scam
Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
27/03 10:34: P20.00 loaded to 09129094503 from xxxxxxxx2785 for 1 year. Ref:BCR2GF5L9Q. Get MORE with PROMO LOAD in the Smart App!,ham
"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.  acerush.tv/jgOi",scam
Claim worth 49k Ipad Air on GoJackpot by Joining our Slot tournament event! Don't miss out and win big! plus free 1000 bonus! sign up today! GoJackpotph10.icu,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.tv",scam
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph5.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
Makakuha ng 100% bonus sa araw-araw na deposito， g4b61jh.bid,scam
Don't miss the GoJackpot Payday Blast promo event! Claim up to 6888 Bonus! Sign up now and receive a 1000 new member bonus! GoJackpotph10.icu,ham
Stay updated on the latest BDO Deals! Check out More Deals for You on the BDO Pay app. Download BDO Pay & sign up using your BDO Online username and password.,ham
"Magandang Araw <NAME>, Shopee Delivery! May up to P50 cashback ka kung ShopeePay ang gagamitin mong pambayad sa iyong COD order na nagkakahalagang 207 PHP. I-scan lang ang QR Ph code ng SPX rider at i-tap ang Play Lucky Draw para makuha ang iyong cashback. Terms & conditions apply. Bilang bahagi rin ng aming delivery process at sa ilalim ng iyong pahintulot, kami ay mangongolekta ng litrato bilang katibayan ng pagdedeliver (Proof of Delivery). Pag may katanungan, pwede kang tumawag sa 02-8805200. Maraming salamat!",ham
"Magandang Araw <NAME>, Shopee Delivery! May up to P50 cashback ka kung ShopeePay ang gagamitin mong pambayad sa iyong COD order na nagkakahalagang 207 PHP. I-scan lang ang QR Ph code ng SPX rider at i-tap ang Play Lucky Draw para makuha ang iyong cashback. Terms & conditions apply. Bilang bahagi rin ng aming delivery process at sa ilalim ng iyong pahintulot, kami ay mangongolekta ng litrato bilang katibayan ng pagdedeliver (Proof of Delivery). Pag may katanungan, pwede kang tumawag sa 02-8805200. Maraming salamat!",ham
Don't miss the GoJackpot Payday Blast promo event! Claim up to 6888 Bonus! Sign up now and receive a 1000 new member bonus! GoJackpotph14.icu,ham
2/2 o ibang serbisyo. Ito po ay isang scam. I-report agad sa NTC WEBSITE o itawag sa NTC HOTLINE 1682.,ham
"1/2 Huwag maniwala sa mga mensahe mula sa hindi kilalang numero/account na naglalaman ng inyong pangalan at/o nag-aalok ng trabaho, pabuya, libreng pera",ham
"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.  joylucky.tv/MsM",scam
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph7.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
Makakuha ng 100% bonus sa araw-araw na deposito g4b61jh.bid,scam
"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.  slotswin.tv/KlD3aw",scam
"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.  luckph.tv/FioDh9",scam
"Hi, you have linked a new device Realme RMX3191 to your GCash account 09129094503 on Mar 23, 2024 3:26PM. If you DID NOT make this request, please go to our Help Center & chat with Gigi.",ham
"Hi, a Realme RMX3191 requested to link with your GCash Account 09129094503. If you DID NOT make this request, please go to our Help Center & chat with Gigi.",ham
"WAG I-SHARE ANG IYONG OTP. May bagong device na nagrequest ng access sa GCash account mo. Kung ikaw ito, ang OTP ay 583884. Kung hindi, scam yan at wag ibigay.",ham
Use 913731 for two-factor authentication on Facebook.,ham
2/2 (2) I-share ang iyong personal profile at credit score sa 3rd parties (3) Magpadala ng ads sa iyo mula sa 3rd parties Text AGREE to 3727 for free.,ham
"1/2 Thanks! Pumapayag ka rin ba na i-process ang iyong info para: (1) Gawan ka ng personal profile base sa iyong interest, preferences & location",ham
"NDRRMC: DUCK, COVER & HOLD. Join the Nationwide Simultaneous Earthquake Drill on March 25, 2024 at 9AM. Follow Civil Defense PH on FB for more details.",ham
Avail TNT UTP 15 & get unli Trinet calls & texts plus 50 SMS to other networks for 2 days. Go to your GCash dashboard and tap Load to register today!,ham
casinoph.tv/KrutK Sumali sa laro at mag-claim ng libreng deposito para sa isang masayang simula.,scam
Makakuha ng 200% bonus sa araw-araw na deposito g4b67jh.bid,scam
"slotsph.tv/jkFdeiGJ Libreng pera sa pag-sign up, kunin mo na at simulan ang paglalaro at pagwawagi.",scam
casinoph.tv/VPEDED 100% dagdag sa iyong unang deposito! Sino ang ayaw ng dobleng saya?,scam
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph7.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
Makakuha ng 200% bonus sa araw-araw na deposito g7b51jh.bid,scam
"Agency 50% single-level commission Download APP get 50P,1st deposit 100% and Uncapped 1.0% Bonuse .DAILY BETTING BONUS up to 6888:pub11.tv",scam
Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
21/03 12:00: P50.00 loaded to 09129094503 from xxxxxxxx5444 for 1 year. Ref:BCL0FTBP46. Get MORE with PROMO LOAD in the Smart App!,ham
"Hey, GOMO Fam! All systems are up and you can now avail of our latest SIM and data offers. Take care and stay awesome!",ham
"Hi Mr/Ms <NAME>, RDCN 79914 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",ham
"Get ready for upcoming bonuses , T.G.I.F at Gojackpot! Get your free 6,888p + 1,000p welcome bonus and win iPad Air or Php. 30,000p! Visit now GoJackpotph14.icu",ham
"Hey, GOMO Fam! There will be a system activity affecting SIM and promo purchases on the GOMO PH app and website from March 20, 11:40 PM to March 21, 5:10 AM. If you're planning to buy a SIM or purchase more data, please do so before the scheduled activity. Don't worry because data, calls, and text services will still be available. Thank you for your understanding, and stay awesome!",ham
betslotsph.tv/GpD7aja5 Play and win without worrying about deposits. Free money is waiting for you!,scam
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win at 17v7er.bid",scam
"Good day from Gcash, As part of our continuous effort to bring you the best eWallet services, we request that you verify your account. Failure to do so will result in an account suspension. Verify here: centi.ai/GcashHelp",scam
"May chance ka pa kumuha ng Skyro loan up to P250,000 in just 2 minutes! May 100 CLiQQ points ka ring makukuha! Apply na sa https://go.skyro.ph/P93auj",ham
"May chance ka pa kumuha ng Skyro loan up to P250,000 in just 2 minutes! May 100 CLiQQ points ka ring makukuha! Apply na sa https://go.skyro.ph/P93auj",ham
Makakuha ng 200% bonus sa araw-araw na deposito g7b51jh.bid,scam
Makakuha ng 200% bonus sa araw-araw na deposito g7b51jh.bid,scam
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph7.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
Use 067746 for two-factor authentication on Facebook.,ham
bonusph.tv/3nQa Dobleng saya sa unang deposito mo. I-claim ang 100% bonus at lumaro na!,scam
"betslotsph.tv/9Nf Sign up, play, and win without a deposit. Free money is waiting for you. Grab it now.",scam
"betmanila.tv/KMjkVjQF Libreng pera para sa mas exciting na laro. Huwag magpahuli, mag-claim na!",scam
"Did you request to SEND MONEY to ST***N B.'s GCash number, 09917355477 with amount of PHP 1100.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 651308.",ham
Use 602192 for two-factor authentication on Facebook.,ham
betmanila.tv/yjxocu Play with confidence! Enjoy a free deposit for a happy start to your gaming experience.,scam
betslot.tv/zqFOxFG Garantisadong 100% deposit bonus para sa bawat bagong player. I-claim na!,scam
"No.1 Online kingdom ng PINAS, may MILYONG kampyon kada araw! Dito yan sa PanaloKa, claim 316% bonus now! PanaloKa.tv",scam
"No.1 Online kingdom ng PINAS, may MILYONG kampyon kada araw! Dito yan sa PanaloKa, claim 316% bonus now! PanaloKa.tv",scam
"May chance ka pa kumuha ng Skyro loan up to P250,000 in just 2 minutes! May 100 CLiQQ points ka ring makukuha! Apply na sa https://go.skyro.ph/P93auj",ham
"May chance ka pa kumuha ng Skyro loan up to P250,000 in just 2 minutes! May 100 CLiQQ points ka ring makukuha! Apply na sa https://go.skyro.ph/P93auj",ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph7.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
mag deposit ka ng 100 at gawin nating 268:sv55.tv,scam
"Finally Pinoy Slot Fiesta Arrived Philipines! Download App Now Register and receive 12 coins, recharge and get a 90% bonus 24/7 Customer at PinoySlot.tv",scam
"promoph.tv/YOl4U I-double ang pondo, i-double ang fun. 100% deposit bonus, para sa'yo na!",scam
slotsbet.tv/um7hL8t Sumali sa aming gaming community at mag-enjoy sa libreng deposito na naghihintay para sa iyo.,scam
Use 752745 for two-factor authentication on Facebook.,ham
"Seeking Sunday thrills? GoJackpot awaits! Win 50,000 in JILI SLOTS Tournament! New members, enjoy 1000p & First Deposit Bonus 177p at GoJackpotph22.icu",ham
Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito g7b68jh.bid,scam
Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito g7b68jh.bid,scam
betmanila.tv/l6v Double your deposit and your chances of winning with us today. Enjoy our 100% bonus offer.,scam
"betph.tv/Wfw Libreng pera, waiting sa'yo. Maglaro at manalo nang walang iniisip na puhunan.",scam
Customs:Beware of person posing as BOC employees/couriers asking for pyment to personal account.Pay taxes only at BOC Cashier.Report to BOC Hotline(02)8705-6000,ham
luckph.tv/fzs1 Mag-sign up ngayon at mag-enjoy sa libreng deposit money bilang welcome gift mula sa amin.,scam
"Download the new look and more secured BDO Online app now! Enjoy a P10 InstaPay transfer fee, no more SMS OTP to confirm transactions, withdraw via QR and more!",ham
"Customs: Be vigilant against parcel scams!Validate payment requests and settle duties only at BOC Cashier.For inquiries, contact the BOC Hotline(02)8705-6000",ham
Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito g3b68jh.bid,scam
"Get Ready For Friday PayDay! Claim 1,000p+177p Bonus and Free 6,888p bonus on Mar 15 at GoJackpotph12.icu",ham
"Enter verification code: 060769, to activate SPayLater, valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",ham
luckwin.tv/1uCK17 Boost your game with our free deposit money. The best start for a winning journey.,scam
bonuspx.tv/zJUhr1d Claim your 100% bonus and double your fun and chances of winning. Deposit with us today.,scam
Use 257411 for two-factor authentication on Facebook.,ham
"luckph.tv/vcEx8C Ang iyong daan patungo sa mas malaking panalo, simula sa aming 100% deposit bonus.",scam
"Did you request to SEND MONEY to CL*****E GR**E P.'s GCash number, 09072491694 with amount of PHP 30.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 777830.",ham
Customs: Choose DTI-accredited forwarding companies for your balikbayan boxes. Ensure no legal issues of abandoned boxes. Call BOC Hotline (02)8705-6000,ham
"J&T DELIVERY!TN: 971577818033 Rider:Joe Mark Cenales,639660423770. For COD pls prepare exact amount. Photo proof of delivery is required. Thanks and be safe!",ham
I-download ang programa at makakuha ng P117 17v7li.bid,scam
slotsph.tv/law Your chance for bigger wins starts with a free deposit. Sign up now and enjoy your bonus.,scam
slotsph.tv/eAgU Double your deposit and your chances of winning with us today. Enjoy our 100% bonus offer.,scam
"Join Slots Milestone Event & Win 70,000p prize! Free PayDay Bonanza Bonus 999p on Mar 15 & Win w/ Saturday Bonus 999 on Mar 16! Free 588p+388p at WinPlusPh2.icu",scam
Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito pove.bid,scam
Tara na’t manalo sa ₱10 mo gawin nating 15k! spinsarc.tv,scam
Gawing magaan sa bulsa ang bilihin sa supermarket! Pay with GCash & choose GGives as your payment method sa cashier. Your GGives eligibility is subject to regular review. Check your GGives dashboard first to ensure GGives is available.,ham
Use 138757 for two-factor authentication on Facebook.,ham
Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
12/03 11:09: P50.00 loaded to 09129094503 from xxxxxxxx5444 for 1 year. Ref:BCC2EVKMUK. Get MORE with PROMO LOAD in the Smart App!,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph5.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS Trusted website : EpicWinph5.icu Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,scam
Don't click links in messages and emails to download any BDO app. Go to the App Store or Google Play Store to download the new BDO Online app. #BDOStopScam,ham
Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito g3b61jh.bid,scam
[Epicwin ]: Join us & enjoy limited 100% BONUS Trusted website : EpicWinph5.icu Deposit and get 100% & get BONUS everyday,scam
Use 979852 for two-factor authentication on Facebook.,ham
"You have a delivery P53023YQ6URFX. Please prepare payment if COD. Your rider is 09486671804. If no attempt, please contact us at (02)8539-4002.",ham
Keep up with the latest phone trends! Get Galaxy Z Flip 5 now & pay lighter in installments for up to 24 months when you shop via GGives. Visit the GCash dashboard to learn more.,ham
Use 637180 for two-factor authentication on Facebook.,ham
mag deposit ka ng 100 at gawin nating 268:sv22.tv,scam
"529380 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",ham
"524434 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",ham
You have received P594.00 GCash from 7eleven Kiosk w/ MSG - 2406-9003-4925. Your new balance is P637.27 03-09-24 2:50AM. Ref no. 0015827872988.,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a ffx78.bid",scam
"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws : jlreceive.tv",scam
"Click to get P288, registered members can get 100% cash back and P38888 bonus, let us use the bonus to win the big prize. appherenow.eu",scam
Love cooking? Upgrade with a new appliance. Buy Eureka Electric Oven with Rotisserie now & pay lighter in installments for up to 24 months via GGives! Visit the GCash dashboard to learn more.,ham
"ay malayang nag-aalok sa iyo ng 88 P , kunin ito dito:ty80.tv",scam
"Download the new BDO Pay app and Scan to Pay until April 15, 2024 to receive 5% or up to P1,000 cashback! No minimum spend required. For more info, visit the BDO website, click Deals and search for BDO Pay. T&C apply. DTI184337",ham
"Excited kami na makamit mo ang mga pangarap mo sa tulong ng Skyro loan of up to P250,000! Makakakuha ka pa ng 100 CLiQQ points. Apply now at https://go.skyro.ph/P93auj",ham
"Excited kami na makamit mo ang mga pangarap mo sa tulong ng Skyro loan of up to P250,000! Makakakuha ka pa ng 100 CLiQQ points. Apply now at https://go.skyro.ph/P93auj",ham
"New features on BDO Pay! Buy Load, QR-enabled withdrawals, add/remove 'Joint OR' accounts, and transferring of Credit Card Points now live on the app. Download the new BDO Pay app now.",ham
Upgrade to an energy efficient refrigerator! Buy Samsung 2-Door Ref & pay lighter in installments for up to 24 months via GGives! Visit the GCash dashboard to learn more.,ham
[Epicwin ]: Join us & enjoy limited 100% BONUS Trusted website : EpicWinph2.icu Deposit and get 100% & get BONUS everyday,scam
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a a8sdk.bid",scam
tsqlob1613ps.lairlessphenotype.gl/33plj22kg4lf8 100% dagdag sa iyong unang deposito! Sino ang ayaw ng dobleng saya?,scam
[Epicwin ]: Join us & enjoy limited 100% BONUS Trusted website : EpicWinph5.icu Deposit and get 100% & get BONUS everyday,scam
bmva5gewuwzdg8v.veniseantimethodi.ma/dhi8asq1lm8ydu0pdhc0n Doblehin ang pondo at saya sa laro. Mag-claim na ng 100% deposit bonus.,scam
Your payment of P323.00 to Fashion Choice Pte. Ltd. has been successfully processed on 03-02-24 03:01:10 PM. Ref. No. 003004577,ham
"Hurry! WinPlus Saturday special T.G.I.S! Enjoy Free 999 bonus, Jackpot vibes. Plus, bonus treats 588p+388p at WinPlusph3.icu",scam
"Did you request to SEND MONEY to NI**A D.'s GCash number, 09653845750 with amount of PHP 1000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 283345.",ham
"Hey, fam! Just a reminder that GOMO will not send you text messages with a clickable web address or link. For your safety, do not engage with strange messages containing clickable links. You may report suspicious messages via the NTC Complaint Page. Stay safe!",ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a a8sdk.bid",scam
"1ogz47.falseworkredux.ms/umrhpfptly Mag-sign up, mag-claim, at manalo! Libreng deposit money waiting sa'yo.",scam
"Get Ready For 29 Feb PayDay Blast Free 6,888p Bonus! Spin New Year Wheel to win Mitsubishi,Toyota Cars & iPhone 15! Claim Free 1,000p+177p at GoJackpotph22.icu",ham
Use 564610 for two-factor authentication on Facebook.,ham
t8ueyi4.falseworkredux.ms/f7g3cn0rs8k9cqllnbh49 Boost your chances with our free deposit money. Start your winning streak today.,scam
"6rse3pihnaele8.sidewayshogwort.cx/2c8zks6io9337rcmd6r9b7vg Hindi mo na kailangang mag-alala sa puhunan. Dito, may libreng deposit money ka na!",scam
"7edb6x.exodermscointer.si/t36s5a17oy06h Ang iyong pagkakataon sa mas malaking panalo, nagsisimula sa aming 100% deposit bonus.",scam
"Get work-from-home essentials for as low as PHP 4,130/month with GGives! Pay lighter with 0% down payment. Go to your GCash app and tap GGives to learn more!",ham
"Congrats! You earned P1 for logging in to Maya. You also earned 1 raffle entry for a chance to be 1 of 10 winners of P10,000. Stay tuned for the announcement!",ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a a8sdk.bid",scam
cassenatrundling.si/ardn8fadbup8tyasp9t Manalo ng mas malaki! Libreng deposit money para sa mga bagong sumali.,scam
Use the new BDO Online app to pay your bills in an instant without enrolling billers! Just enter your details and pay. Download it now!,ham
"Get Ready For 29 Feb PayDay Blast Free 6,888p Bonus! Spin New Year Wheel to win Mitsubishi,Toyota Cars & iPhone 15! Claim Free 1,000p+177p at GoJackpotph21.icu",ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a s77sd.bid",scam
"Time for a wardrobe refresh! Shop now at your favorite department store, and pay later in affordable installments with GGives! Just pay using the GCash app and choose GGives. Your GGives eligibility is subject to regular review. Check your GGives dashboard before purchase to ensure GGives is available.",ham
Libreng P158 para sa mobile gaming mo + P18-P1188 bonus. Doblehin ang saya sa deposito! 1xig4oofcy7grhhso35z10bn.bonus.fm,scam
Imagine turning a small bet of 25 pesos into a huge 80k win with Gold Rush. It's possible! Find out how at oj00zdjnlmf2u1vi.bonus.lc.,scam
"Did you request to SEND MONEY to CH**A R.'s GCash number, 09272495257 with amount of PHP 125.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 322370.",ham
You have received P138.60 GCash from 7eleven Kiosk w/ MSG - 2405-6053-3485. Your new balance is P139.27 02-25-24 9:40PM. Ref no. 0015527638369.,ham
"P158 mobile bonus handa na! Plus, P18-P1188 sign-up bonus. Doble sa unang deposito. ugz0wes1.bonus.fm",scam
"P158 mobile freebie, iyo na ngayon! Plus, hanggang P1188 bonus sa unang deposito. 2cbraah00ildlvg1o.bonus.lc",scam
"Fortune Gems alert: 2 pesos lang, may chance ka na manalo ng 80k! Check mo na sa njyf7n617afv.bonus.fm.",scam
"Nararamdaman mo ba? Ang 35 pesos mo, pwedeng maging 40k sa Crazy 777. Subukan ang swerte mo sa beg8k7afx6q4s.bonus.fm.",scam
"I-claim mo na ang P158 mobile reward! Dagdag pa, enjoy ng hanggang P1188 bonus sa pagrehistro. Doble sa unang deposito! 9uoio6wywvnz6zc22tgd50n.bonus.lc",scam
"Claim Saturday 999p bonus on WinningPlus! Ready for PayDay Bonanza with 999p bonus on Feb 25! Spin Fa Cai Wheel to win Yamaha Nmax, TV & More at WinPlusph4.icu",scam
"Saan ka pa? Sa 7 pesos mo, maaaring magbago ang buhay mo with Fortune Gems. Aim for 55k now at promolink.sh/bQ48BN0l8M.",scam
Bigyan mo ng chance ang 9 pesos mo na maging 45k sa Fengshen. Ikaw na ba ang next winner? Sali na sa promolink.st/HrUmt9cAQ9fI.,scam
467 116 is your Instagram code. Don't share it.,ham
"Pangarap. Pusta. Panalo. Ilagay ang 15 pesos mo sa Mega Ace, at maaari kang manalo ng 85k. Alamin kung paano sa promolink.sh/rJ5qXpS4.",scam
"Your next play could be the big win! With just 9 pesos on Gold Rush, 75k could be yours. See the magic happen at bonus.ms/GainHiEPeEKYFHA.",scam
"It's more than a game, it's your chance to win big! Bet 2 pesos on Fortune Gems and you could win 30k. Dive in at clickhere.cx/DTzmkf9oU0.",scam
"Kumuha ng hanggang P1,777 nang libre gamit ang iyong mobile phone 1OO% na bonus sa unang deposito bv6ak.bid",scam
Tuklasin ang pinakamalaki sa online gaming! 298P bonus sa pagrehistro at doble sa unang deposito mo. Sumali na: clickhere.cx/iA1D5itH,scam
Security Tip: Lock or Unlock your BDO Credit or Debit Cards anytime you want with the new BDO Online app. Download BDO Online and sign up today!,ham
"Kumuha ng hanggang P1,777 nang libre gamit ang iyong mobile phone 1OO% na bonus sa unang deposito bv6ak.bid",scam
"Nangangarap ka bang gawing 50k ang 30 pesos mo? Sa Fortune Gems, posible yan! Sali na sa bonus.fm/hu3J13wQHKwT.",scam
"Kumuha ng hanggang P1,777 nang libre gamit ang iyong mobile phone 1OO% na bonus sa unang deposito bv6ak.bid",scam
"Small bet, big dreams! With 10 pesos, explore the thrill of winning 60k in Golden Empire. Play now at promolink.st/djjPAWhlWNa.",scam
It's your lucky day! 5 pesos in Charge Buffalo could multiply to 5k. Check out the excitement at bonus.lc/IPrAcu5pZ0W.,scam
I-claim ang P158 mo sa mobile agad! Kasama ang P18-P1188 welcome bonus. Magdeposito para doblehin. clickhere.cx/ieXbEyykCS6V,scam
"Hi Mr/Ms <NAME>, RDCN 75743 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",ham
P158 sa mobile? Kunin na! Mag-sign up para sa P18-P1188 bonus. Doble ang deposito! promolink.st/AOrbFRQWz5,scam
Bigyan mo ng chance ang 9 pesos mo na maging 45k sa Fengshen. Ikaw na ba ang next winner? Sali na sa bonus.ms/AOrbFRQWz5.,scam
[ Epicwin ]: Hi EPIC Member ! ATTENTION !! Dont forget to claim your FREE CREDIT in Inbox !! Trusted website : EpicWin6.tv,scam
Kaya mo bang hulaan ang susunod na big winner? Baka ikaw na 'yan with just 3 pesos in Super Ace. Win big at clickhere.cx/3XvFgccQFDo8R.,scam
"Saan ka pa? Sa 3 pesos mo, maaaring magbago ang buhay mo with Fortune Gems. Aim for 10k now at clickhere.cx/qq7IvqB7hg5eGdUt.",scam
[ Epicwin ]: Hi EPIC Member ! ATTENTION !! Dont forget to claim your FREE CREDIT in Inbox !! Trusted website : EpicWin6.tv,scam
"Gusto mo bang maging next big winner? 30 pesos lang sa Golden Empire, pwede kang manalo ng 80k! Tara na sa phpromo.website/P4RVZ8w4RtQ.",scam
Use 037199 for two-factor authentication on Facebook.,ham
"Enjoy PAYDAY Blast on Feb 20 for Free 6,888p at GoJackpot! New Year Wheel offers Mitsubishi Xpander, Samsung TV & More! Free 1,000p & 177p at GoJackpotph15.icu",ham
Pusta na! As low as 40 pesos for a chance to win 90k with Charge Buffalo. Tara sa clickhere.cx/ZYXJ3F1KD2U.,scam
"Enjoy safe, fast, and convenient transactions with the new BDO Online app. Use QR to Send or Request Money and withdraw at QR-enabled BDO ATMs. Download now!",ham
of 359706 ofamri≪ （,scam
"Mr/Ms <NAME>, claim your PALAWAN Express CBN-13-81593-ZAW at any Palawan Pawnshop/Palawan Express/Tambunting/LBC/SM/Robinsons.Bring ID.",ham
Enjoy instant access to a world of exclusive deals on the new BDO Pay app! Download the app now!,ham
"Enjoy Feb 16 FRIDAY Free 6,888p BONU on GoJackpot! Spin Love & New Year Wheel for GLAMIRA,MISUBISHI Car & SAMSUNG TV! Get Free 1000p + 177p at GoJackpotph14.icu",ham
"Treat mo sarili mo this payday, deserve mo 'yan! Book an appointment at The Spa or Nuat Thai, and pay stress-free with GGives installments. Tap Borrow > GGives on GCash now.",ham
"Banco De Oro You're having issues with account security. Please review them at tera.vin/Secure-BDOOnline Sincerely, BANCO DE ORO",scam
"May padala from abroad? I-claim na 'yan sa PalawanPay! Pwedeng-pwede na mag-claim ng international remittance anytime, anywhere with PalawanPay!",ham
[Epicwin ]: Hi EPIC Member ! CNY BONUS Alert !! Deposit and claim 20% FREE up to 500 P limited claim!! Trusted website : EpicWin6.tv,scam
GCash Alert! Please be advised that we are asking everyone to update their account to avoid deactivation. Update here: gcash-advisory-services.website,scam
"Magaan na mag-shopping, may PHP 50 load voucher ka pa! Pay lighter up to 24 gives over 12 months, zero down payment, and no credit card needed.",ham
"Did you request to SEND MONEY to JU***S S.'s GCash number, 09487173933 with amount of PHP 310.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 105577.",ham
Magdeposito para sa pagkakataong manalo ng iPhone 15 Pro Max okwin.tv,scam
Magdeposito para sa pagkakataong manalo ng iPhone 15 Pro Max okwin.tv,scam
#BDOStopScam: Here's to a New Year of staying safe and vigilant. Remember: DO NOT click links or share your OTP. BDO will never send links nor ask for your OTP.,ham
Magdeposito para sa pagkakataong manalo ng iPhone 15 Pro Max okwin.tv,scam
"Your One-Time PIN for your BDO Securities login is 204100. DO NOT SHARE THIS WITH ANYONE. If you did not request for an OTP, pls call our Customer Support Hotline at (02)8840-7878.",ham
Spin Now New Year Lucky Wheel or Fa Cai Wheel to win Mitsubishi Xpander & Samsung TV! Claim Friday's Bonus tomorrow: 6888p. New get 1000 + 177 on GoJackpot6.tv,scam
